drug_name,condition
TELBERMIN,amyotrophic lateral sclerosis
TESTOSTERONE UNDECANOATE,prostate cancer
SANFETRINEM CILEXETIL,tuberculosis
THENALIDINE,allergic disease
TEBIPENEM PIVOXIL,shigellosis
SILICON DIOXIDE,allergic disease
STIRIPENTOL,primary hyperoxaluria
SUCRALOSE,type 2 diabetes mellitus
TERIZIDONE,tuberculosis
SEQUIFENADINE,allergic disease
ZINC GLUCONATE,type 2 diabetes mellitus
ZINC GLUCONATE,Wilson disease
TRITOQUALINE,allergic disease
CICLONICATE,cardiovascular disease
BORNAPRINE,Parkinson disease
ANECORTAVE ACETATE,Coats disease
MAGNESIUM STEARATE,asthma
FUSIDATE SODIUM,diabetic foot
MELDONIUM,Ischemic stroke
OXOMEMAZINE,allergic disease
PAGOCLONE,Stuttering
RIVOGLITAZONE,type 2 diabetes mellitus
ISOMETHEPTENE MUCATE,migraine disorder
XANOMELINE TARTRATE,schizophrenia
FLUMEDROXONE,migraine disorder
TROPATEPINE,Parkinson disease
APREMILAST,pneumonia
APREMILAST,influenza
APREMILAST,alcohol dependence
APREMILAST,pustulosis palmaris et plantaris
ARBACLOFEN PLACARBIL,multiple sclerosis
ARBACLOFEN PLACARBIL,alcohol dependence
BEDORADRINE SULFATE,asthma
BEGACESTAT,Alzheimer disease
BEMOTRIZINOL,sunburn
BRIVARACETAM,brain neoplasm
CARISBAMATE,migraine disorder
CARISBAMATE,alcohol dependence
COBICISTAT,pancreatic ductal adenocarcinoma
CRENOLANIB BESYLATE,gastrointestinal stromal tumor
DENAGLIPTIN TOSYLATE,type 2 diabetes mellitus
DENUFOSOL TETRASODIUM,cystic fibrosis
DEXPRAMIPEXOLE,amyotrophic lateral sclerosis
DEXPRAMIPEXOLE,asthma
DIMETHYL FUMARATE,multiple sclerosis
DISOMOTIDE,cutaneous melanoma
DISOMOTIDE,melanoma
ELIGLUSTAT,Gaucher disease
ESMIRTAZAPINE MALEATE,Sleep Disorder
FARAMPATOR,schizophrenia
FIRATEGRAST,multiple sclerosis
GIRIPLADIB,osteoarthritis
ISPRONICLINE,Alzheimer disease
ISPRONICLINE,schizophrenia
LECOZOTAN HYDROCHLORIDE,Alzheimer disease
MIBAMPATOR,Alzheimer disease
MIFAMURTIDE,neoplasm
MIGALASTAT HYDROCHLORIDE,Fabry disease
MOTESANIB DIPHOSPHATE,gastrointestinal stromal tumor
MOTESANIB DIPHOSPHATE,lymphoproliferative syndrome
NAVEGLITAZAR,type 2 diabetes mellitus
OVEMOTIDE,cutaneous melanoma
OVEMOTIDE,melanoma
PERFLUBUTANE,pancreatic ductal adenocarcinoma
PIMAVANSERIN TARTRATE,Alzheimer disease
PIMAVANSERIN TARTRATE,schizophrenia
PIMAVANSERIN TARTRATE,Parkinson disease
REPARIXIN,type 1 diabetes mellitus
REPARIXIN,COVID-19
REPARIXIN,adult acute respiratory distress syndrome
RILAPLADIB,Alzheimer disease
SARIZOTAN HYDROCHLORIDE,Parkinson disease
SENICAPOC,asthma
SENICAPOC,sickle cell anemia
SODELGLITAZAR,type 2 diabetes mellitus
TARENFLURBIL,Alzheimer disease
TEDUGLUTIDE,primary short bowel syndrome
TEDUGLUTIDE,hyperlipidemia
TRAMIPROSATE,Alzheimer disease
URIDINE TRIACETATE,mitochondrial disease
VIPADENANT,Parkinson disease
ARIMOCLOMOL,amyotrophic lateral sclerosis
ARIMOCLOMOL,Gaucher disease
ARIMOCLOMOL,Niemann-Pick disease type C
ARUNDIC ACID,Alzheimer disease
ARUNDIC ACID,amyotrophic lateral sclerosis
ARUNDIC ACID,Parkinson disease
NERISPIRDINE,multiple sclerosis
ODIPARCIL,mucopolysaccharidosis type 6
OMIGAPIL,amyotrophic lateral sclerosis
OMIGAPIL,Parkinson disease
PALIRODEN,Alzheimer disease
PALIRODEN,Parkinson disease
PICLOZOTAN,Parkinson disease
RESEQUINIL,Alzheimer disease
RIMEPORIDE,Duchenne muscular dystrophy
ROPIVACAINE HYDROCHLORIDE,musculoskeletal system disease
ROPIVACAINE HYDROCHLORIDE,osteoarthritis
ROSTAFUROXIN,essential hypertension
TESOFENSINE,Alzheimer disease
TESOFENSINE,type 2 diabetes mellitus
TESOFENSINE,Parkinson disease
TESOFENSINE,Prader-Willi syndrome
TILARGININE,serum lipopolysaccharide activity
TILARGININE,sickle cell anemia
TILARGININE,hyperlipidemia
VALATEGRAST,asthma
ANTITHROMBIN III HUMAN,Disseminated intravascular coagulation
BAPINEUZUMAB,Alzheimer disease
BCG LIVE,tuberculosis
CINTREDEKIN BESUDOTOX,glioma
CONTUSUGENE LADENOVEC,urinary bladder carcinoma
DULAGLUTIDE,chronic kidney disease
DULAGLUTIDE,type 1 diabetes mellitus
DULAGLUTIDE,type 2 diabetes mellitus
FERRIC CARBOXYMALTOSE,gastric carcinoma
HYALURONIDASE (HUMAN RECOMBINANT),melanoma
HYALURONIDASE (HUMAN RECOMBINANT),HIV infection
HYALURONIDASE (HUMAN RECOMBINANT),inborn error of immunity
HYALURONIDASE (HUMAN RECOMBINANT),type 1 diabetes mellitus
HYALURONIDASE (HUMAN RECOMBINANT),type 2 diabetes mellitus
HYALURONIDASE (HUMAN RECOMBINANT),multiple sclerosis
HYALURONIDASE (HUMAN RECOMBINANT),hereditary angioedema
INCOBOTULINUMTOXINA,androgenetic alopecia
INCOBOTULINUMTOXINA,spastic cerebral palsy
INCOBOTULINUMTOXINA,Parkinson disease
INOTUZUMAB OZOGAMICIN,Burkitts lymphoma
MECASERMIN RINFABATE,Laron syndrome
MECASERMIN RINFABATE,myotonic dystrophy
OCRELIZUMAB,multiple sclerosis
PLATELETS,"osteoarthritis, knee"
PLATELETS,osteoarthritis
RADOTERMIN,lumbar disc degeneration
RADOTERMIN,Intervertebral disc degeneration
RINFABATE,Noonan syndrome
STAMULUMAB,Becker muscular dystrophy
STAMULUMAB,limb-girdle muscular dystrophy
"STARCH, CORN",type 1 diabetes mellitus
TADEKINIG ALFA,hemophagocytic syndrome
TREMELIMUMAB,clear cell renal carcinoma
TREMELIMUMAB,biliary tract cancer
VANUTIDE CRIDIFICAR,Alzheimer disease
AFIMOXIFENE,breast cancer
VORINOSTAT,Alzheimer disease
VORINOSTAT,urinary bladder carcinoma
VORINOSTAT,schizophrenia
VORINOSTAT,sickle cell anemia
VORINOSTAT,malignant epithelial tumor of ovary
SUNITINIB,papillary renal cell carcinoma
SUNITINIB,von Hippel-Lindau disease
SUNITINIB,gastrointestinal stromal tumor
SELICICLIB,cystic fibrosis
FENTANYL,pregnancy
FENTANYL,Aortic Coarctation
FENTANYL,osteoarthritis
FENTANYL,migraine disorder
FENTANYL,COVID-19
PLERIXAFOR,neoplasm
PLERIXAFOR,syndromic disease
PLERIXAFOR,type 1 diabetes mellitus
PLERIXAFOR,sickle cell anemia
PLERIXAFOR,chronic granulomatous disease
PLERIXAFOR,Fanconi anemia
PLERIXAFOR,acute leukemia of ambiguous lineage
PLERIXAFOR,Beta-thalassemia
SUMATRIPTAN,migraine disorder
SUMATRIPTAN,migraine with aura
SUMATRIPTAN,migraine without aura
VANDETANIB,gastrointestinal stromal tumor
MALTOL,anemia (phenotype)
MALTOL,colorectal cancer
BOSUTINIB,amyotrophic lateral sclerosis
POMALIDOMIDE,Burkitts lymphoma
POMALIDOMIDE,asymptomatic myeloma
POMALIDOMIDE,sickle cell anemia
POMALIDOMIDE,primary systemic amyloidosis
POMALIDOMIDE,hereditary hemorrhagic telangiectasia
POMALIDOMIDE,AL amyloidosis
LENALIDOMIDE,mature T-cell and NK-cell non-Hodgkin lymphoma
LENALIDOMIDE,primary systemic amyloidosis
LENALIDOMIDE,AL amyloidosis
RASAGILINE,Alzheimer disease
RASAGILINE,amyotrophic lateral sclerosis
RASAGILINE,Parkinson disease
RASAGILINE,progressive supranuclear palsy
SELEGILINE,schizophrenia
SELEGILINE,Parkinson disease
ETRAVIRINE,Friedreich ataxia
BORTEZOMIB,glioma
BORTEZOMIB,urinary bladder carcinoma
BORTEZOMIB,lymphoproliferative syndrome
BORTEZOMIB,primary systemic amyloidosis
BORTEZOMIB,AL amyloidosis
RAMELTEON,migraine with aura
RAMELTEON,migraine without aura
VILDAGLIPTIN,type 1 diabetes mellitus
VILDAGLIPTIN,type 2 diabetes mellitus
LAPAQUISTAT ACETATE,type 2 diabetes mellitus
LAPAQUISTAT ACETATE,hyperlipidemia
NARATRIPTAN,migraine disorder
DARUNAVIR,amyotrophic lateral sclerosis
NEBICAPONE,Parkinson disease
NERATINIB,hepatocellular carcinoma
NERATINIB,triple-negative breast cancer
NERATINIB,gastric cancer
RIVAROXABAN,aortic stenosis
RIVAROXABAN,blood coagulation disease
RIVAROXABAN,type 2 diabetes mellitus
RIVAROXABAN,sickle cell anemia
RANOLAZINE,amyotrophic lateral sclerosis
RANOLAZINE,type 2 diabetes mellitus
RANOLAZINE,paramyotonia congenita of Von Eulenburg
DASATINIB,breast carcinoma
DASATINIB,Alzheimer disease
DASATINIB,gastrointestinal stromal tumor
TARANABANT,type 2 diabetes mellitus
LAROPIPRANT,type 2 diabetes mellitus
LAROPIPRANT,hyperlipidemia
APIXABAN,blood coagulation disease
APIXABAN,sickle cell anemia
NILOTINIB,glioma
NILOTINIB,Alzheimer disease
NILOTINIB,Parkinson disease
NILOTINIB,Huntington disease
NILOTINIB,chordoma
NILOTINIB,gastrointestinal stromal tumor
BELINOSTAT,urothelial carcinoma
ARTESUNATE,allergic conjunctivitis
ARTESUNATE,Friedreich ataxia
DAPAGLIFLOZIN,myocardial infarction
DAPAGLIFLOZIN,pulmonary arterial hypertension
DAPAGLIFLOZIN,ischemia reperfusion injury
DAPAGLIFLOZIN,diabetic retinopathy
DAPAGLIFLOZIN,albuminuria
DAPAGLIFLOZIN,diabetic neuropathy
DAPAGLIFLOZIN,kidney failure
DAPAGLIFLOZIN,Hepatic steatosis
DAPAGLIFLOZIN,Alzheimer disease
DAPAGLIFLOZIN,type 1 diabetes mellitus
DAPAGLIFLOZIN,type 2 diabetes mellitus
DAPAGLIFLOZIN,cystinuria
ROTIGAPTIDE,cardiac arrhythmia
VISMODEGIB,mesenchymal chondrosarcoma
VISMODEGIB,clear cell chondrosarcoma
VISMODEGIB,nevoid basal cell carcinoma syndrome
VISMODEGIB,meningioma
FLUTICASONE FUROATE,asthma
CARFILZOMIB,primary systemic amyloidosis
FINGOLIMOD HYDROCHLORIDE,amyotrophic lateral sclerosis
FINGOLIMOD HYDROCHLORIDE,multiple sclerosis
CLOFARABINE,osteopetrosis
CRIZOTINIB,neurofibromatosis type 2
CEFTAROLINE FOSAMIL,influenza
CEFTAROLINE FOSAMIL,COVID-19
LEVALBUTEROL TARTRATE,asthma
SITAGLIPTIN PHOSPHATE,type 2 diabetes mellitus
SITAGLIPTIN PHOSPHATE,hyperlipidemia
LISDEXAMFETAMINE DIMESYLATE,schizophrenia
ARMODAFINIL,schizophrenia
ARMODAFINIL,multiple sclerosis
ARMODAFINIL,narcolepsy-cataplexy syndrome
CINACALCET,hypophosphatemic rickets
PALIPERIDONE PALMITATE,schizophrenia
PAZOPANIB HYDROCHLORIDE,urinary bladder carcinoma
PAZOPANIB HYDROCHLORIDE,von Hippel-Lindau disease
BENDAMUSTINE HYDROCHLORIDE,small cell lung carcinoma
BENDAMUSTINE HYDROCHLORIDE,AL amyloidosis
DEGARELIX ACETATE,prostate cancer
OLANZAPINE PAMOATE,schizophrenia
CLEVIDIPINE,stroke
SAPROPTERIN DIHYDROCHLORIDE,head and neck squamous cell carcinoma
SAPROPTERIN DIHYDROCHLORIDE,schizophrenia
SAPROPTERIN DIHYDROCHLORIDE,phenylketonuria
SAPROPTERIN DIHYDROCHLORIDE,sickle cell anemia
PERAMPANEL,amyotrophic lateral sclerosis
PERAMPANEL,Parkinson disease
PERAMPANEL,migraine disorder
PERAMPANEL,alcohol dependence
PERAMPANEL,Lennox-Gastaut syndrome
PRUVANSERIN,Sleep Disorder
ERIBULIN MESYLATE,urinary bladder cancer
FIPAMEZOLE,Parkinson disease
NAVITOCLAX,acute myeloid leukemia
AXITINIB,metastasis
AXITINIB,gastrointestinal stromal tumor
LURASIDONE HYDROCHLORIDE,schizophrenia
RUXOLITINIB,pancreatic ductal adenocarcinoma
RUXOLITINIB,macrophage activation syndrome
RUXOLITINIB,Eczema
RUXOLITINIB,dermatitis
RUXOLITINIB,beta-thalassemia major
PEGFILGRASTIM,urinary bladder carcinoma
PEGFILGRASTIM,type 1 diabetes mellitus
PEGFILGRASTIM,Wilms tumor
PEGFILGRASTIM,retinoblastoma
PEGAPTANIB SODIUM,cystoid macular edema
PEGAPTANIB SODIUM,von Hippel-Lindau disease
ALEFACEPT,type 1 diabetes mellitus
ALEFACEPT,pustulosis palmaris et plantaris
EFALIZUMAB,type 1 diabetes mellitus
ADALIMUMAB,frozen shoulder
ADALIMUMAB,asthma
ADALIMUMAB,osteoarthritis
ADALIMUMAB,mucopolysaccharidosis type 6
ADALIMUMAB,Netherton syndrome
ADALIMUMAB,mucopolysaccharidosis type 2
ADALIMUMAB,sarcoidosis
OMALIZUMAB,asthma
OMALIZUMAB,allergic disease
PEGINTERFERON ALFA-2A,chronic hepatitis
PALIFERMIN,epidermolysis bullosa
PALIFERMIN,alopecia
PALIFERMIN,asthma
PALIFERMIN,multiple sclerosis
GALSULFASE,mucopolysaccharidosis type 6
GALSULFASE,mucopolysaccharidosis
ABATACEPT,myocarditis
ABATACEPT,Thalassemia
ABATACEPT,type 1 diabetes mellitus
ABATACEPT,multiple sclerosis
ABATACEPT,sarcoidosis
ALGLUCOSIDASE ALFA,disorder of glycogen metabolism
ALGLUCOSIDASE ALFA,glycogen storage disease II
RANIBIZUMAB,cystoid macular edema
RANIBIZUMAB,retinoblastoma
RANIBIZUMAB,von Hippel-Lindau disease
RANIBIZUMAB,conjunctival tumor
IDURSULFASE,mucopolysaccharidosis type 2
ECULIZUMAB,atypical hemolytic-uremic syndrome
ECULIZUMAB,primary membranoproliferative glomerulonephritis
ECULIZUMAB,dense deposit disease
RILONACEPT,type 1 diabetes mellitus
RILONACEPT,Muckle-Wells syndrome
RILONACEPT,cryopyrin-associated periodic syndrome
RILONACEPT,familial Mediterranean fever
GOLIMUMAB,Crohn's disease
GOLIMUMAB,asthma
GOLIMUMAB,type 1 diabetes mellitus
GOLIMUMAB,osteoarthritis
GOLIMUMAB,sarcoidosis
ECALLANTIDE,hereditary angioedema
TOCILIZUMAB,epilepsy
TOCILIZUMAB,lung disease
TOCILIZUMAB,Myasthenia gravis
TOCILIZUMAB,influenza
TOCILIZUMAB,fibrous dysplasia
TOCILIZUMAB,amyotrophic lateral sclerosis
TOCILIZUMAB,schizophrenia
TOCILIZUMAB,type 1 diabetes mellitus
TOCILIZUMAB,familial Mediterranean fever
DENOSUMAB,fibrous dysplasia
DENOSUMAB,thyroid cancer
DENOSUMAB,allergic disease
DENOSUMAB,osteogenesis imperfecta
SIPULEUCEL-T,neoplasm
TESAMORELIN,type 2 diabetes mellitus
BELATACEPT,type 1 diabetes mellitus
BENRALIZUMAB,Bronchiectasis
BENRALIZUMAB,asthma
LORVOTUZUMAB MERTANSINE,Wilms tumor
OLARATUMAB,gastrointestinal stromal tumor
TEPLIZUMAB,type 1 diabetes mellitus
TRALOKINUMAB,asthma
TRASTUZUMAB EMTANSINE,inflammatory breast carcinoma
TRASTUZUMAB EMTANSINE,salivary gland carcinoma
TRASTUZUMAB EMTANSINE,endometrial cancer
BELIMUMAB,chronic lymphocytic leukemia
BELIMUMAB,antiphospholipid syndrome
BELIMUMAB,nephrotic syndrome
BELIMUMAB,neuromyelitis optica
BELIMUMAB,lymphopenia
BELIMUMAB,multiple sclerosis
IPILIMUMAB,squamous cell carcinoma
IPILIMUMAB,cervical adenocarcinoma
IPILIMUMAB,colorectal neoplasm
IPILIMUMAB,myeloproliferative disorder
IPILIMUMAB,colonic neoplasm
IPILIMUMAB,glioma
IPILIMUMAB,nevoid basal cell carcinoma syndrome
IPILIMUMAB,gastrointestinal stromal tumor
IPILIMUMAB,endometrial cancer
IPILIMUMAB,meningioma
IPILIMUMAB,digestive system neuroendocrine neoplasm
TEICOPLANIN,cystic fibrosis
POLYVINYL ALCOHOL,head and neck malignant neoplasia
BLEOMYCIN SULFATE,vulva cancer
TERIPARATIDE,osteogenesis imperfecta
ALBUMIN HUMAN,neoplasm
ALBUMIN HUMAN,Central Nervous System Neoplasm
ALBUMIN HUMAN,systolic heart failure
ALBUMIN HUMAN,gastric cancer
ALBUMIN HUMAN,Alzheimer disease
ALBUMIN HUMAN,amyotrophic lateral sclerosis
ALBUMIN HUMAN,adrenomyeloneuropathy
ALEMTUZUMAB,epidermolysis bullosa
ALEMTUZUMAB,type 1 diabetes mellitus
ALEMTUZUMAB,multiple sclerosis
ALEMTUZUMAB,sickle cell anemia
ALEMTUZUMAB,severe combined immunodeficiency
ALEMTUZUMAB,osteopetrosis
ALEMTUZUMAB,chronic granulomatous disease
ALEMTUZUMAB,Fanconi anemia
ALEMTUZUMAB,hemoglobinopathy
ANAKINRA,pneumonia
ANAKINRA,pain
ANAKINRA,influenza
ANAKINRA,allergic contact dermatitis
ANAKINRA,Hypoglycemia
ANAKINRA,amyotrophic lateral sclerosis
ANAKINRA,asthma
ANAKINRA,type 1 diabetes mellitus
ANAKINRA,osteoarthritis
ANAKINRA,multiple sclerosis
ANAKINRA,CINCA syndrome
ANAKINRA,familial Mediterranean fever
ANAKINRA,chronic granulomatous disease
ANAKINRA,sarcoidosis
BASILIXIMAB,amyotrophic lateral sclerosis
BASILIXIMAB,type 1 diabetes mellitus
BASILIXIMAB,22q11.2 deletion syndrome
BEVACIZUMAB,glioma
BEVACIZUMAB,malignant peritoneal mesothelioma
BEVACIZUMAB,ocular vascular disease
BEVACIZUMAB,coronavirus infectious disease
BEVACIZUMAB,intrahepatic cholangiocarcinoma
BEVACIZUMAB,Lynch syndrome
BEVACIZUMAB,cystoid macular edema
BEVACIZUMAB,von Hippel-Lindau disease
BEVACIZUMAB,pulmonary venoocclusive disease
BEVACIZUMAB,gastrointestinal stromal tumor
BEVACIZUMAB,meningioma
BEVACIZUMAB,Vogt-Koyanagi-Harada disease
BEVACIZUMAB,malignant epithelial tumor of ovary
BEVACIZUMAB,hereditary hemorrhagic telangiectasia
BEVACIZUMAB,lymphedema
BEVACIZUMAB,brain injury
CALFACTANT,bronchopulmonary dysplasia
CETUXIMAB,colon adenocarcinoma
CETUXIMAB,chordoma
CHORIOGONADOTROPIN ALFA,ovarian hyperstimulation syndrome
COLESEVELAM HYDROCHLORIDE,cardiovascular disease
COLESEVELAM HYDROCHLORIDE,type 2 diabetes mellitus
COLESEVELAM HYDROCHLORIDE,breast cancer
COLESTIPOL HYDROCHLORIDE,cardiovascular disease
COLESTIPOL HYDROCHLORIDE,erythropoietic protoporphyria
CORTICOTROPIN,amyotrophic lateral sclerosis
CORTICOTROPIN,migraine disorder
CORTICOTROPIN,multiple sclerosis
CORTICOTROPIN,West syndrome
CORTICOTROPIN,sarcoidosis
DACLIZUMAB,asthma
DACLIZUMAB,type 1 diabetes mellitus
DACLIZUMAB,multiple sclerosis
DACLIZUMAB,22q11.2 deletion syndrome
DALTEPARIN SODIUM,Venous thrombosis
DALTEPARIN SODIUM,sickle cell anemia
DARBEPOETIN ALFA,Encephalopathy
DENILEUKIN DIFTITOX,cutaneous melanoma
EPOETIN ALFA,sickle cell anemia
EPOETIN ALFA,Friedreich ataxia
"ESTROGENS, CONJUGATED",Alzheimer disease
"ESTROGENS, CONJUGATED",Turner syndrome
ETANERCEPT,Alzheimer disease
ETANERCEPT,asthma
ETANERCEPT,type 1 diabetes mellitus
ETANERCEPT,primary systemic amyloidosis
ETANERCEPT,Fanconi anemia
ETHIODIZED OIL,head and neck malignant neoplasia
FILGRASTIM,Immunodeficiency
FILGRASTIM,Alzheimer disease
FILGRASTIM,amyotrophic lateral sclerosis
FILGRASTIM,urinary bladder carcinoma
FILGRASTIM,type 1 diabetes mellitus
FILGRASTIM,Parkinson disease
FILGRASTIM,multiple sclerosis
FILGRASTIM,Wilms tumor
FILGRASTIM,retinoblastoma
FILGRASTIM,biliary atresia
FILGRASTIM,chordoma
FILGRASTIM,sickle cell anemia
FILGRASTIM,severe combined immunodeficiency
FILGRASTIM,Fanconi anemia
FILGRASTIM,AL amyloidosis
FILGRASTIM,Beta-thalassemia
GLATIRAMER ACETATE,neoplasm
GLATIRAMER ACETATE,amyotrophic lateral sclerosis
GLATIRAMER ACETATE,multiple sclerosis
GLATIRAMER ACETATE,Rett syndrome
"GONADOTROPIN, CHORIONIC",acute graft vs. host disease
HEPARIN SODIUM,hemorrhagic disease
HEPARIN SODIUM,type 1 diabetes mellitus
HEPARIN SODIUM,type 2 diabetes mellitus
HYALURONIDASE,T-cell acute lymphoblastic leukemia
HYALURONIDASE,diffuse large B-cell lymphoma
HYALURONIDASE,hemolytic anemia
HYALURONIDASE,neuropathic pain
HYALURONIDASE,type 1 diabetes mellitus
HYALURONIDASE,allergic disease
HYALURONIDASE,breast cancer
IMIGLUCERASE,Gaucher disease
INFLIXIMAB,metastatic melanoma
INFLIXIMAB,type 1 diabetes mellitus
INFLIXIMAB,osteoarthritis
INFLIXIMAB,chronic granulomatous disease
INFLIXIMAB,sarcoidosis
INSULIN ASPART,Alzheimer disease
INSULIN ASPART,type 1 diabetes mellitus
INSULIN ASPART,type 2 diabetes mellitus
INSULIN ASPART,cystic fibrosis
INTERFERON ALFACON-1,neoplasm
INTERFERON ALFACON-1,COVID-19
INTERFERON BETA-1A,neoplasm
INTERFERON BETA-1A,pneumonia
INTERFERON BETA-1A,influenza
INTERFERON BETA-1A,Alzheimer disease
INTERFERON BETA-1A,asthma
INTERFERON BETA-1A,multiple sclerosis
INTERFERON BETA-1B,neoplasm
INTERFERON BETA-1B,multiple sclerosis
LARONIDASE,Hurler syndrome
LARONIDASE,Hurler-Scheie syndrome
LARONIDASE,Scheie syndrome
LARONIDASE,mucopolysaccharidosis
MECASERMIN,amyotrophic lateral sclerosis
MECASERMIN,multiple sclerosis
MECASERMIN,Rett syndrome
MECASERMIN,growth hormone insensitivity syndrome
MECASERMIN,Noonan syndrome
NATALIZUMAB,schizophrenia
NATALIZUMAB,multiple sclerosis
OPRELVEKIN,neoplasm
OPRELVEKIN,hemophilia A
PALIVIZUMAB,bronchopulmonary dysplasia
PEGADEMASE BOVINE,severe combined immunodeficiency
PEGINTERFERON ALFA-2B,glioma
PEGINTERFERON ALFA-2B,neurofibromatosis type 1
PEGVISOMANT,polyostotic fibrous dysplasia
POLYETHYLENE GLYCOL,Parkinson disease
POVIDONE-IODINE,osteoarthritis
PRAMLINTIDE ACETATE,type 1 diabetes mellitus
PRAMLINTIDE ACETATE,type 2 diabetes mellitus
RITUXIMAB,B-cell acute lymphoblastic leukemia
RITUXIMAB,vasculitis
RITUXIMAB,Human T-lymphotropic virus 1 infectious disease
RITUXIMAB,Myelopathy
RITUXIMAB,schizophrenia
RITUXIMAB,type 1 diabetes mellitus
RITUXIMAB,multiple sclerosis
RITUXIMAB,hemophilia A
RITUXIMAB,sickle cell anemia
RITUXIMAB,lymphoproliferative syndrome
RITUXIMAB,frontotemporal dementia
RITUXIMAB,gangliosidosis
RITUXIMAB,primary membranoproliferative glomerulonephritis
RITUXIMAB,sarcoidosis
RITUXIMAB,Fanconi anemia
SARGRAMOSTIM,head and neck squamous cell carcinoma
SARGRAMOSTIM,carcinoma
SARGRAMOSTIM,Down syndrome
SARGRAMOSTIM,pouchitis
SARGRAMOSTIM,colorectal neoplasm
SARGRAMOSTIM,glioma
SARGRAMOSTIM,Alzheimer disease
SARGRAMOSTIM,Parkinson disease
SODIUM POLYSTYRENE SULFONATE,Hyperphosphatemia
SOMATROPIN,amyotrophic lateral sclerosis
SOMATROPIN,Pseudohypoparathyroidism type 1A
SOMATROPIN,Prader-Willi syndrome
SOMATROPIN,cystic fibrosis
SOMATROPIN,mucopolysaccharidosis type 6
SOMATROPIN,mucopolysaccharidosis type 2
SOMATROPIN,primary short bowel syndrome
SOMATROPIN,Noonan syndrome
SOMATROPIN,osteogenesis imperfecta
SOMATROPIN,Turner syndrome
SOMATROPIN,Albright hereditary osteodystrophy
SOYBEAN OIL,Alzheimer disease
SOYBEAN OIL,schizophrenia
SOYBEAN OIL,type 2 diabetes mellitus
TERIPARATIDE ACETATE,hypoparathyroidism
TERIPARATIDE ACETATE,22q11.2 deletion syndrome
TINZAPARIN SODIUM,ovarian cancer
TRASTUZUMAB,colorectal neoplasm
TRASTUZUMAB,triple-negative breast cancer
TRASTUZUMAB,esophageal squamous cell carcinoma
TRASTUZUMAB,salivary gland carcinoma
TRASTUZUMAB,urinary bladder carcinoma
TRASTUZUMAB,malignant epithelial tumor of ovary
CODEINE,osteoarthritis
CODEINE,sickle cell anemia
ESOMEPRAZOLE,asthma
ESOMEPRAZOLE,osteoarthritis
ESOMEPRAZOLE,cystic fibrosis
GLYCOPYRROLATE,asthma
CEPEGINTERFERON ALFA-2B,neoplasm
AMG-108,osteoarthritis
ETEPLIRSEN,Duchenne muscular dystrophy
ETEPLIRSEN,muscular dystrophy
CATRIDECACOG,congenital factor XIII deficiency
QAX-576,asthma
OLOKIZUMAB,osteoarthritis
TUROCTOCOG ALFA,hemophilia A
INEBILIZUMAB,systemic scleroderma
INEBILIZUMAB,multiple sclerosis
DARATUMUMAB,neuromyelitis optica
DARATUMUMAB,hemolytic anemia
DARATUMUMAB,Alzheimer disease
DARATUMUMAB,primary membranoproliferative glomerulonephritis
DARATUMUMAB,AL amyloidosis
8H9 131I,diffuse intrinsic pontine glioma
ADAKITUG,myelodysplastic syndrome
ADAKITUG,melanoma
ADAKITUG,pancreatic carcinoma
METENKEFALIN,hepatocellular carcinoma
METENKEFALIN,pancreatic carcinoma
EPTACOG ALFA PEGOL (ACTIVATED),hemophilia A
EPTACOG ALFA PEGOL (ACTIVATED),hemophilia B
KB-001,cystic fibrosis
HOKT3,type 1 diabetes mellitus
GSK-679586A,asthma
OPORTUZUMAB MONATOX,neoplasm
ELPAMOTIDE,pancreatic carcinoma
METFORMIN GLYCINATE,type 2 diabetes mellitus
AFAMELANOTIDE,erythropoietic protoporphyria
AFAMELANOTIDE,xeroderma pigmentosum
FORALUMAB,primary progressive multiple sclerosis
FORALUMAB,secondary progressive multiple sclerosis
FORALUMAB,COVID-19
MDX-1303,allergic disease
ALIPOGENE TIPARVOVEC,familial lipoprotein lipase deficiency
INSULIN TREGOPIL,type 1 diabetes mellitus
INSULIN TREGOPIL,type 2 diabetes mellitus
ITOLIZUMAB,asthma
TERTOMOTIDE,Alzheimer disease
ASFOTASE ALFA,hypophosphatasia
CONBERCEPT,retinoblastoma
NEPIDERMIN,dry eye syndrome
SOMATROPIN PEGOL,Turner syndrome
IC14,amyotrophic lateral sclerosis
SIMOCTOCOG ALFA,hemophilia A
NAMILUMAB,sarcoidosis
VATREPTACOG ALFA (ACTIVATED),hemophilia A
VATREPTACOG ALFA (ACTIVATED),hemophilia B
F16IL2,non-small cell lung carcinoma
LANCOVUTIDE,cystic fibrosis
TOSITUMOMAB 131I,MALT lymphoma
AMILOMOTIDE,Alzheimer disease
PEGADEMASE,neoplasm
EPTACOG ALFA (ACTIVATED),hemophilia A
EPTACOG ALFA (ACTIVATED),hemophilia B
PAMREVLUMAB,Duchenne muscular dystrophy
LIXISENATIDE,type 1 diabetes mellitus
LIXISENATIDE,type 2 diabetes mellitus
LIXISENATIDE,Parkinson disease
OTILIMAB,osteoarthritis
OTILIMAB,multiple sclerosis
AMG-191,severe combined immunodeficiency
NONACOG BETA PEGOL,hemophilia B
MEDI-578,osteoarthritis
CONESTAT ALFA,coronavirus infectious disease
CONESTAT ALFA,hereditary angioedema
